Period,Report Id,Company,Company number,Payments made in the reporting period,Average time to pay,% Invoices paid within 30 days,% Invoices paid between 31 and 60 days,% Invoices paid later than 60 days,% Invoices not paid within agreed terms,Shortest (or only) standard payment period,Longest standard payment period,Maximum contractual payment period,Payment terms have changed,Suppliers notified of changes,Participates in payment codes,E-Invoicing offered,Supply-chain financing offered,Policy covers charges for remaining on supplier list,Charges have been made for remaining on supplier list
2020 JUL - 2020 DEC,41361,AMEY LG LIMITED,03612746,True,34.0,51.0,44.0,5.0,28.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41365,AMEY OW LIMITED,01922327,True,40.0,43.0,51.0,6.0,44.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41375,AMEY OWR LIMITED,03033245,True,42.0,38.0,54.0,8.0,63.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41382,EATON ELECTRICAL SYSTEMS LIMITED,03012749,True,64.0,15.0,43.0,42.0,64.0,7.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41385,RECKITT BENCKISER HEALTHCARE INTERNATIONAL LIMITED,02741587,True,126.0,9.0,17.0,74.0,16.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41390,RECKITT BENCKISER HEALTHCARE (UK) LIMITED,00261312,True,111.0,9.0,15.0,76.0,17.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41394,AMEY POWER SERVICES LIMITED,05360868,True,46.0,41.0,53.0,6.0,38.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41397,TELEFONICA UK LIMITED,01743099,True,95.0,26.0,21.0,53.0,4.0,30.0,180.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41399,AMEY RAIL LIMITED,02995531,True,42.0,42.0,50.0,8.0,46.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41321,AMEY FLEET SERVICES LIMITED,00462578,True,39.0,31.0,67.0,2.0,27.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41402,EATON ELECTRICAL PRODUCTS LIMITED,01342230,True,60.0,13.0,49.0,38.0,45.0,7.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41311,EATON LIMITED,00155621,True,72.0,19.0,25.0,56.0,72.0,7.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41310,AMEY COMMUNITY LIMITED,02564794,True,24.0,66.0,32.0,2.0,20.0,14.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41269,EDWARDS HIGH VACUUM INTERNATIONAL LIMITED,01148654,True,56.0,15.0,64.0,21.0,7.0,60.0,,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41255,EDWARDS LIMITED,06124750,True,45.0,37.0,52.0,11.0,15.0,60.0,,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41223,HALLIBURTON MANUFACTURING AND SERVICES LIMITED,00611451,True,38.0,24.0,66.0,10.0,4.0,30.0,60.0,75.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,41212,ALLIANCE AUTOMOTIVE PROCUREMENT LIMITED,06763254,True,79.0,1.0,3.0,96.0,1.0,60.0,,90.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,41403,CEMEX UK OPERATIONS LIMITED,00658390,True,49.0,29.0,41.0,30.0,77.0,0.0,124.0,124.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40902,BRITISH AMERICAN TOBACCO (INVESTMENTS) LIMITED,00074974,True,45.0,39.0,36.0,25.0,17.0,30.0,,270.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40579,UNILEVER UK LIMITED,00334527,True,62.0,31.0,22.0,47.0,3.0,90.0,180.0,180.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,40785,CARLSBERG UK LIMITED,00078439,True,33.0,51.0,48.0,1.0,79.0,63.0,93.0,93.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40892,ATALIAN SERVEST AMK LIMITED,SC033489,True,59.0,25.0,37.0,38.0,42.0,30.0,,65.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40763,ROLLS-ROYCE PLC,01003142,True,78.0,7.0,13.0,80.0,10.0,30.0,,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40758,ROLLS-ROYCE POWER ENGINEERING PLC,01305027,True,76.0,8.0,23.0,69.0,20.0,30.0,,75.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40753,PHILIPS ELECTRONICS UK LIMITED,00446897,True,25.0,84.0,5.0,11.0,5.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2020 JUL - 2020 DEC,40751,ROLLS-ROYCE SUBMARINES LIMITED,00620485,True,41.0,17.0,79.0,4.0,7.0,30.0,,75.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40731,PPG INDUSTRIES (UK) LIMITED,02110620,True,47.0,56.0,27.0,17.0,16.0,30.0,60.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40728,PPG ARCHITECTURAL COATINGS UK LIMITED,00436135,True,93.0,9.0,20.0,71.0,56.0,30.0,90.0,180.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40881,B.A.T SERVICES LIMITED,00221104,True,22.0,74.0,23.0,3.0,59.0,0.0,,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40725,VIIV HEALTHCARE UK LIMITED,06990358,True,43.0,39.0,49.0,12.0,9.0,0.0,60.0,60.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,40857,EQUION ENERGIA LIMITED,00629687,True,11.0,100.0,0.0,0.0,0.0,30.0,,30.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40787,CARLSBERG SUPPLY COMPANY UK LIMITED,08626420,True,113.0,10.0,10.0,80.0,77.0,63.0,93.0,93.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40779,BRITISH GAS NEW HEATING LIMITED,06723244,True,38.0,56.0,11.0,33.0,18.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40843,TRADETEAM LIMITED,03078367,True,34.0,40.0,56.0,4.0,8.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40839,BRITISH AMERICAN SHARED SERVICES (GSD) LIMITED,05203401,True,49.0,41.0,36.0,23.0,19.0,15.0,285.0,270.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40856,GLAXOSMITHKLINE SERVICES UNLIMITED,01047315,True,62.0,23.0,5.0,72.0,3.0,0.0,60.0,60.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,40897,B.A.T (U.K. AND EXPORT) LIMITED,00239762,True,36.0,56.0,27.0,17.0,18.0,30.0,120.0,120.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40653,GKN AEROSPACE SERVICES LIMITED,00355922,True,72.0,17.0,29.0,54.0,29.0,7.0,120.0,120.0,False,,False,False,True,False,False
2020 JUL - 2020 DEC,40793,BRITISH GAS SERVICES LIMITED,03141243,True,48.0,31.0,36.0,33.0,6.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40818,DHL REAL ESTATE (UK) LIMITED,01150835,True,22.0,70.0,28.0,2.0,14.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40724,NICOVENTURES TRADING LIMITED,06665343,True,39.0,46.0,32.0,22.0,6.0,30.0,90.0,90.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40820,BRITISH GAS TRADING LIMITED,03078711,True,15.0,92.0,5.0,3.0,9.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40764,BRITISH GAS INSURANCE LIMITED,06608316,True,23.0,65.0,10.0,26.0,24.0,28.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40685,GLAXO OPERATIONS UK LIMITED,00711851,True,70.0,20.0,17.0,63.0,7.0,0.0,60.0,60.0,True,False,False,True,True,False,False
2020 JUL - 2020 DEC,41407,KIMBERLY - CLARK LIMITED,00308676,True,69.0,26.0,51.0,23.0,26.0,3.0,183.0,183.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40716,BRITISH AMERICAN TOBACCO EXPORTS LIMITED,05203113,True,39.0,35.0,54.0,11.0,10.0,30.0,120.0,270.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,40827,DHL SERVICES LIMITED,03324664,True,27.0,68.0,32.0,0.0,5.0,60.0,,60.0,False,,True,True,True,False,False
2020 JUL - 2020 DEC,40836,DHL SUPPLY CHAIN LIMITED,00528867,True,40.0,34.0,54.0,12.0,15.0,60.0,,90.0,False,,False,True,True,False,False
2020 JUL - 2021 JAN,69502,PRET A MANGER (EUROPE) LIMITED,01854213,True,25.0,71.0,17.0,12.0,25.0,30.0,120.0,360.0,False,,False,False,True,False,False
2020 JUL - 2021 JAN,39894,CO-OPERATIVE LEGAL SERVICES LIMITED,05671209,True,16.0,98.0,1.0,1.0,4.0,0.0,91.0,91.0,False,,False,True,True,False,False
2020 JUL - 2021 JAN,39786,CFS MANAGEMENT SERVICES LIMITED,05564787,True,45.0,62.0,38.0,0.0,9.0,28.0,65.0,60.0,False,,False,True,True,False,False
2020 JUL - 2021 JAN,42421,SEARCH CONSULTANCY LIMITED,SC105640,True,31.0,83.0,13.0,4.0,31.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39544,H.J. HEINZ MANUFACTURING UK LIMITED,00147624,True,79.0,15.0,20.0,65.0,10.0,97.0,,97.0,False,,False,True,True,False,False
2020 JUL - 2020 DEC,39541,H.J. HEINZ FOODS UK LIMITED,08322668,True,68.0,22.0,22.0,56.0,21.0,97.0,,97.0,False,,False,True,True,False,False
2020 AUG - 2020 OCT,38164,DWF LLP,OC328794,True,45.0,37.0,49.0,14.0,63.0,30.0,,30.0,False,,False,True,True,False,False
2020 AUG - 2021 JAN,42793,TECH DATA LIMITED,01691472,True,38.0,37.0,46.0,17.0,58.0,30.0,,60.0,False,,False,True,True,False,False
2020 AUG - 2021 JAN,43141,SMITHS MEDICAL INTERNATIONAL LIMITED,00362847,True,30.0,20.0,59.0,21.0,82.0,14.0,120.0,120.0,False,,False,True,True,False,False
2020 AUG - 2021 JAN,42794,AZLAN LOGISTICS LIMITED,04625566,True,54.0,31.0,30.0,39.0,52.0,30.0,,60.0,False,,False,True,True,False,False
2020 AUG - 2021 FEB,42906,C. & J. CLARK INTERNATIONAL LIMITED,00141015,True,72.0,25.0,21.0,53.0,36.0,0.0,119.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42861,WILKO RETAIL LIMITED,00365335,True,39.0,33.0,59.0,8.0,13.0,45.0,90.0,90.0,False,,False,True,True,False,False
2020 AUG - 2020 DEC,38912,SPIRIT AEROSYSTEMS (EUROPE) LIMITED,05663660,True,62.0,41.0,22.0,37.0,35.0,7.0,120.0,120.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42819,NEEROCK LIMITED,02572702,True,9.0,94.0,5.0,1.0,1.0,14.0,60.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42820,RATHBONE KEAR LIMITED,05417123,True,42.0,40.0,40.0,20.0,2.0,14.0,60.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42815,INTERNATIONAL SEAFOODS LIMITED,07838062,True,47.0,32.0,35.0,33.0,2.0,14.0,60.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42814,WM MORRISON PRODUCE LIMITED,00776224,True,45.0,33.0,47.0,20.0,1.0,14.0,60.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42812,WM MORRISON SUPERMARKETS P L C,00358949,True,41.0,35.0,46.0,19.0,0.0,14.0,60.0,120.0,False,,False,False,True,False,False
2020 AUG - 2021 JAN,42817,FARMERS BOY LIMITED,01053837,True,42.0,45.0,29.0,26.0,4.0,14.0,60.0,90.0,False,,False,False,True,False,False
2020 AUG - 2021 FEB,43434,J.D. WILLIAMS & COMPANY LIMITED,00178367,True,41.0,21.0,43.0,37.0,36.0,0.0,60.0,60.0,False,,False,False,True,False,False
2020 AUG - 2021 FEB,43324,TESCO STORES LIMITED,00519500,True,41.0,13.0,85.0,2.0,3.0,14.0,85.0,85.0,False,,True,True,True,False,False
2020 AUG - 2021 FEB,43315,TESCO DISTRIBUTION LIMITED,02972724,True,41.0,19.0,80.0,1.0,2.0,14.0,45.0,45.0,False,,True,True,True,False,False
2020 SEP - 2021 FEB,44801,IAN MOSEY LIMITED,01441284,True,28.0,58.0,30.0,12.0,39.0,0.0,60.0,60.0,True,True,False,False,True,False,False
2020 SEP - 2021 FEB,43369,TENNENT CALEDONIAN BREWERIES UK LIMITED,SC362352,True,120.0,5.0,23.0,72.0,53.0,1.0,120.0,120.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43326,AVANADE UK LIMITED,04042711,True,24.0,91.0,9.0,0.0,6.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43376,SODEXO GLOBAL SERVICES UK LIMITED,08146193,True,32.0,69.0,26.0,5.0,5.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43371,SODEXO LIMITED,00842846,True,47.0,38.0,57.0,5.0,12.0,0.0,60.0,60.0,False,,True,True,True,False,False
2020 SEP - 2021 FEB,43015,THE BROOKE WESTON TRUST,02400784,True,32.0,66.0,25.0,9.0,51.0,30.0,40.0,40.0,False,,False,True,True,True,False
2020 SEP - 2021 FEB,43044,ST MARY'S SCHOOL ASCOT,01844327,True,31.0,61.0,35.0,4.0,39.0,30.0,,60.0,False,,False,False,True,False,False
2020 SEP - 2021 FEB,43250,R.TWINING AND COMPANY LIMITED,00525071,True,27.0,64.0,30.0,6.0,10.0,30.0,90.0,90.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,45718,IAN MOSEY (LIVESTOCK) LIMITED,06833157,True,20.0,81.0,17.0,2.0,61.0,0.0,,90.0,False,,False,False,True,False,False
2020 SEP - 2021 FEB,43148,MERCHANT TAYLORS' SCHOOL,03411540,True,34.0,72.0,17.0,11.0,28.0,30.0,,45.0,False,,False,False,True,False,False
2020 SEP - 2020 SEP,37836,PILKINGTON AUTOMOTIVE LIMITED,02803344,True,39.0,30.0,67.0,3.0,3.0,60.0,,140.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,45567,VALLEY INVICTA ACADEMIES TRUST,07559256,True,27.0,80.0,15.0,5.0,33.0,30.0,,60.0,False,,False,False,True,False,False
2020 SEP - 2021 FEB,43372,ACCENTURE (UK) LIMITED,04757301,True,35.0,56.0,43.0,1.0,8.0,0.0,60.0,60.0,False,,True,True,True,False,False
2020 SEP - 2021 FEB,43379,TILLERY VALLEY FOODS LIMITED,02065462,True,15.0,78.0,20.0,2.0,17.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43375,MAGNERS GB LIMITED,07063165,True,66.0,37.0,25.0,38.0,41.0,1.0,120.0,120.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43374,TENNENT CALEDONIAN BREWERIES WHOLESALE LIMITED,SC081527,True,66.0,16.0,44.0,40.0,44.0,1.0,120.0,120.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43385,THE NORFOLK AND SUFFOLK COMMUNITY REHABILITATION COMPANY LIMITED,08802548,True,19.0,79.0,18.0,3.0,3.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43389,THE SOUTH YORKSHIRE COMMUNITY REHABILITATION COMPANY LIMITED,08802527,True,21.0,78.0,18.0,4.0,8.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43387,THE ESSEX COMMUNITY REHABILITATION COMPANY LIMITED,08802550,True,24.0,81.0,16.0,3.0,9.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43442,LIDL GREAT BRITAIN LIMITED,02816429,True,48.0,27.0,56.0,17.0,8.0,14.0,60.0,140.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43409,DRAPER TOOLS LIMITED,00570630,True,26.0,76.0,20.0,4.0,30.0,0.0,90.0,90.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43384,THE NORTHUMBRIA COMMUNITY REHABILITATION COMPANY LIMITED,08802519,True,25.0,74.0,24.0,2.0,13.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43382,THE CUMBRIA AND LANCASHIRE COMMUNITY REHABILITATION COMPANY LIMITED,08802569,True,26.0,80.0,17.0,3.0,8.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 FEB,43388,"THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPANY LIMITED",08802546,True,25.0,73.0,21.0,6.0,12.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 SEP - 2021 MAR,43497,PRIMARK STORES LIMITED,00453448,True,28.0,68.0,30.0,2.0,51.0,30.0,,30.0,False,,True,False,True,False,False
2020 SEP - 2021 MAR,43866,ICELAND FOODS LIMITED,01107406,True,49.0,25.0,39.0,35.0,3.0,14.0,90.0,90.0,False,,False,True,True,False,False
2020 SEP - 2021 MAR,44770,ASSOCIATED NEWSPAPERS LIMITED,00084121,True,25.0,90.0,8.0,2.0,19.0,30.0,61.0,61.0,False,,False,True,True,False,False
2020 SEP - 2021 MAR,45417,ROYAL MAIL GROUP LIMITED,04138203,True,45.0,25.0,70.0,5.0,8.0,3.0,63.0,93.0,False,,False,True,True,False,False
2020 SEP - 2021 APR,44668,MARKS AND SPENCER P.L.C.,00214436,True,30.0,63.0,27.0,10.0,1.0,19.0,120.0,120.0,True,True,True,True,True,False,False
2020 SEP - 2021 MAR,43947,BCA VEHICLE SERVICES LIMITED,04031608,True,36.0,36.0,59.0,5.0,64.0,0.0,86.0,60.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44105,CERTAS ENERGY UK LIMITED,04168225,True,35.0,43.0,51.0,6.0,16.0,30.0,60.0,60.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44573,RS COMPONENTS LIMITED,01002091,True,58.0,19.0,38.0,43.0,30.0,60.0,,180.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44064,VERSUS ARTHRITIS,00490500,True,28.0,75.0,19.0,5.0,25.0,0.0,30.0,30.0,False,,False,True,True,True,True
2020 OCT - 2021 MAR,44061,SIEMENS HEALTHCARE DIAGNOSTICS MANUFACTURING LTD,01915763,True,46.0,36.0,25.0,39.0,20.0,30.0,90.0,90.0,True,True,False,True,True,False,False
2020 OCT - 2021 MAR,44151,SIEMENS FINANCIAL SERVICES LIMITED,00646166,True,19.0,98.0,1.0,1.0,28.0,0.0,90.0,90.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,50146,ADIENT SEATING UK LTD,00443687,True,72.0,7.0,38.0,55.0,28.0,77.0,120.0,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44133,SIEMENS ENERGY LIMITED,00631825,True,53.0,27.0,27.0,46.0,32.0,30.0,120.0,120.0,True,True,False,True,True,False,False
2020 OCT - 2021 MAR,44181,AINSCOUGH CRANE HIRE LTD,03245223,True,47.0,43.0,24.0,33.0,52.0,30.0,90.0,90.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,71618,SMR AUTOMOTIVE MIRRORS UK LIMITED,03904201,True,56.0,25.0,44.0,31.0,38.0,0.0,,60.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44243,BABCOCK MISSION CRITICAL SERVICES ONSHORE LIMITED,03776034,True,23.0,80.0,16.0,4.0,16.0,14.0,60.0,60.0,False,,True,False,True,False,False
2020 OCT - 2021 MAR,44262,BRITISH TELECOMMUNICATIONS PUBLIC LIMITED COMPANY,01800000,True,45.0,13.0,81.0,6.0,5.0,30.0,60.0,120.0,True,False,True,True,True,False,False
2020 OCT - 2021 MAR,44124,MAGNOX LIMITED,02264251,True,26.0,90.0,8.0,2.0,18.0,0.0,60.0,60.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44041,SIEMENS HEALTHCARE DIAGNOSTICS LTD,03050664,True,43.0,30.0,63.0,7.0,12.0,60.0,90.0,90.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44667,"CHARLES WELLS,LIMITED",00106884,True,61.0,20.0,47.0,33.0,86.0,30.0,75.0,75.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44021,TAMDOWN GROUP LIMITED,01268060,True,63.0,6.0,47.0,47.0,25.0,7.0,106.0,106.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43509,SMART DCC LIMITED,08641679,True,18.0,99.0,1.0,0.0,2.0,30.0,,30.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43577,HITACHI RAIL LIMITED,05598549,True,101.0,20.0,32.0,48.0,32.0,0.0,360.0,360.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43601,CLARIOS UK LIMITED,00982901,True,77.0,5.0,25.0,70.0,43.0,0.0,90.0,90.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43688,JOHN DEWAR AND SONS LIMITED,00613551,True,102.0,27.0,12.0,60.0,13.0,90.0,,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43694,BACARDI-MARTINI LIMITED,00305960,True,65.0,14.0,39.0,47.0,6.0,90.0,,90.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,43700,DIAMOND LIGHT SOURCE LIMITED,04375679,True,30.0,81.0,13.0,6.0,19.0,30.0,,30.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,43702,BRISTOL WATER PLC,02662226,True,53.0,35.0,43.0,22.0,68.0,0.0,60.0,60.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,43746,NASA UMBRELLA LTD,06836385,True,7.0,99.0,1.0,0.0,0.0,0.0,28.0,28.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44028,ELECTRIUM SALES LIMITED,02226729,True,44.0,40.0,19.0,41.0,17.0,60.0,120.0,120.0,True,True,False,True,True,False,False
2020 OCT - 2021 MAR,43801,WARBURTONS LIMITED,00178711,True,57.0,10.0,51.0,39.0,19.0,60.0,,75.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43879,TYCO ELECTRONICS UK LTD,00550926,True,57.0,20.0,31.0,49.0,11.0,15.0,90.0,120.0,True,True,False,True,True,False,False
2020 OCT - 2021 MAR,43893,COMPASS CONTRACT SERVICES (U.K.) LIMITED,02114954,True,55.0,7.0,82.0,11.0,10.0,14.0,60.0,60.0,False,,True,True,True,False,False
2020 OCT - 2021 MAR,43941,VODAFONE GLOBAL ENTERPRISE LIMITED,02844851,True,112.0,16.0,39.0,45.0,13.0,30.0,115.0,275.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43975,VODAFONE GROUP SERVICES LIMITED,03802001,True,60.0,31.0,27.0,42.0,6.0,30.0,120.0,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43976,VODAFONE SALES & SERVICES LIMITED,06844137,True,50.0,41.0,32.0,27.0,7.0,30.0,120.0,65.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43983,GEOFFREY OSBORNE LIMITED,00873093,True,30.0,60.0,33.0,7.0,23.0,7.0,60.0,60.0,False,,True,True,True,False,False
2020 OCT - 2021 MAR,44265,EE LIMITED,02382161,True,62.0,29.0,25.0,46.0,6.0,90.0,,180.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43991,VODAFONE LIMITED,01471587,True,57.0,32.0,37.0,31.0,4.0,30.0,115.0,186.0,False,,True,True,True,False,False
2020 OCT - 2021 FEB,43802,TALKTALK COMMUNICATIONS LIMITED,03849133,True,56.0,37.0,27.0,36.0,40.0,90.0,,300.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,43984,OSBORNE PROPERTY SERVICES LIMITED,05756266,True,15.0,85.0,12.0,3.0,19.0,7.0,60.0,60.0,False,,True,True,True,False,False
2020 OCT - 2021 MAR,43532,MIZUHO INTERNATIONAL PLC,01203696,True,12.0,95.0,3.0,1.0,14.0,30.0,,30.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44275,BT GLOBAL SERVICES LIMITED,02410810,True,42.0,33.0,56.0,11.0,40.0,42.0,60.0,60.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44852,"PRIMETALS TECHNOLOGIES, LIMITED",09155890,True,50.0,34.0,41.0,25.0,0.0,0.0,120.0,120.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44402,NISSAN MOTOR MANUFACTURING (UK) LIMITED,01806912,True,51.0,10.0,78.0,12.0,12.0,15.0,63.0,63.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,45358,DELICE DE FRANCE LIMITED,02148529,True,72.0,11.0,25.0,64.0,84.0,7.0,90.0,90.0,False,,False,True,True,True,True
2020 OCT - 2021 MAR,44271,PLUSNET PLC,03279013,True,48.0,10.0,65.0,25.0,14.0,42.0,60.0,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44815,SOLAR CENTURY HOLDINGS LIMITED,03570325,True,42.0,46.0,43.0,11.0,31.0,30.0,90.0,90.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44456,SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LIMITED,04729734,True,50.0,22.0,44.0,34.0,25.0,60.0,120.0,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44559,BRITVIC SOFT DRINKS LIMITED,00517211,True,61.0,13.0,23.0,65.0,18.0,75.0,,135.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44759,POLYCO HEALTHLINE GROUP LIMITED,09943100,True,29.0,50.0,45.0,5.0,7.0,60.0,65.0,60.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44565,FIRSTSOURCE SOLUTIONS UK LIMITED,03999896,True,30.0,75.0,15.0,10.0,10.0,30.0,120.0,120.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44717,CORNERSTONE TELECOMMUNICATIONS INFRASTRUCTURE LIMITED,08087551,True,44.0,33.0,55.0,13.0,0.0,30.0,90.0,90.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44340,SIEMENS HEALTHCARE LIMITED,09567186,True,47.0,37.0,37.0,26.0,32.0,60.0,120.0,119.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44327,INDUSTRIAL TURBINE COMPANY (UK) LIMITED,09003402,True,48.0,31.0,27.0,42.0,35.0,0.0,120.0,120.0,True,True,False,True,True,False,False
2020 OCT - 2021 MAR,44364,NGF EUROPE LIMITED,02586467,True,45.0,28.0,51.0,21.0,56.0,60.0,,90.0,False,,False,False,True,False,False
2020 OCT - 2021 MAR,44314,HOME GROUP DEVELOPMENTS LIMITED,04664018,True,16.0,94.0,4.0,2.0,41.0,14.0,30.0,30.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44280,BT SOLUTIONS LIMITED,04573373,True,58.0,23.0,59.0,18.0,41.0,42.0,60.0,60.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44674,PILKINGTON GROUP LIMITED,00041495,True,47.0,48.0,33.0,19.0,36.0,60.0,,110.0,False,,False,True,True,False,False
2020 OCT - 2021 MAR,44326,SIEMENS PUBLIC LIMITED COMPANY,00727817,True,23.0,76.0,6.0,18.0,14.0,0.0,120.0,120.0,True,True,False,True,True,False,False
